Date,Ticker,Sector,Open,High,Low,Close,Volume
2022-05-02,AAPL,Technology,201.68,206.73,201.38,205.01,5032913
2022-05-03,AAPL,Technology,205.01,205.68,201.49,204.17,8079552
2022-05-04,AAPL,Technology,204.17,206.32,201.02,205.78,6515645
2022-05-05,AAPL,Technology,205.78,205.99,202.79,204.29,9935418
2022-05-06,AAPL,Technology,204.29,206.4,201.29,202.29,24402240
2022-05-09,AAPL,Technology,202.29,203.39,200.28,203.18,3714272
2022-05-10,AAPL,Technology,203.18,204.89,201.47,204.35,19104269
2022-05-11,AAPL,Technology,204.35,208.23,202.93,207.52,7581499
2022-05-12,AAPL,Technology,207.52,207.75,205.31,206.7,6675897
2022-05-13,AAPL,Technology,206.7,211.26,203.29,205.53,10872375
2022-05-16,AAPL,Technology,205.53,208.66,201.35,203.93,10631654
2022-05-17,AAPL,Technology,203.93,206.11,201.57,205.14,7502417
2022-05-18,AAPL,Technology,205.14,207.17,202.95,206.09,10559998
2022-05-19,AAPL,Technology,206.09,208.09,204.63,206.47,6495265
2022-05-20,AAPL,Technology,206.47,210.44,204.14,208.45,7645832
2022-05-23,AAPL,Technology,208.45,209.02,206.83,207.68,11034217
2022-05-24,AAPL,Technology,207.68,210.71,205.96,209.31,13162787
2022-05-25,AAPL,Technology,209.31,216.81,208.3,213.74,23416095
2022-05-26,AAPL,Technology,213.74,215.2,212.15,212.86,19673968
2022-05-27,AAPL,Technology,212.86,213.42,209.61,209.74,11984401
2022-05-30,AAPL,Technology,209.74,212.55,209.64,212.02,10551419
2022-05-31,AAPL,Technology,212.02,216.18,212.01,213.92,6251020
2022-06-01,AAPL,Technology,213.92,220.23,212.82,218.09,10528050
2022-06-02,AAPL,Technology,218.09,221.38,216.07,220.5,8363054
2022-06-03,AAPL,Technology,220.5,224.01,219.41,220.62,12062000
2022-06-06,AAPL,Technology,220.62,221.61,218.46,220.19,12022973
2022-06-07,AAPL,Technology,220.19,226.53,217.01,223.34,29963230
2022-06-08,AAPL,Technology,223.34,224.35,220.62,223.93,16035426
2022-06-09,AAPL,Technology,223.93,228.1,219.44,225.98,8113888
2022-06-10,AAPL,Technology,225.98,226.16,222.01,222.97,10796038
2022-06-13,AAPL,Technology,222.97,224.51,221.05,221.64,15824382
2022-06-14,AAPL,Technology,221.64,222.96,212.1,216.5,10283037
2022-06-15,AAPL,Technology,216.5,224.44,216.25,221.72,11270001
2022-06-16,AAPL,Technology,221.72,223.22,221.69,222.92,5276039
2022-06-17,AAPL,Technology,222.92,223.2,214.24,215.9,5743571
2022-06-20,AAPL,Technology,215.9,217.35,214.32,215.17,8098788
2022-06-21,AAPL,Technology,215.17,216.24,210.71,213.21,15842512
2022-06-22,AAPL,Technology,213.21,217.67,212.01,216.28,4005887
2022-06-23,AAPL,Technology,216.28,218.19,214.12,217.79,10596504
2022-06-24,AAPL,Technology,217.79,224.16,212.59,214.95,12627876
2022-06-27,AAPL,Technology,214.95,218.92,213.6,216.0,4304470
2022-06-28,AAPL,Technology,216.0,217.28,215.86,216.77,9977115
2022-06-29,AAPL,Technology,216.77,217.95,212.31,214.6,9408056
2022-06-30,AAPL,Technology,214.6,216.26,210.93,214.63,5075869
2022-07-01,AAPL,Technology,214.63,217.67,213.73,216.63,4179088
2022-07-04,AAPL,Technology,216.63,221.56,213.3,220.86,7498499
2022-07-05,AAPL,Technology,220.86,221.63,218.79,219.75,17361186
2022-07-06,AAPL,Technology,219.75,219.9,214.35,214.79,10112028
2022-07-07,AAPL,Technology,214.79,220.58,213.46,218.08,5921773
2022-07-08,AAPL,Technology,218.08,219.04,215.1,217.28,10259002
2022-07-11,AAPL,Technology,217.28,219.88,214.16,216.96,9132388
2022-07-12,AAPL,Technology,216.96,222.24,216.81,222.24,9336495
2022-07-13,AAPL,Technology,222.24,224.41,222.01,223.11,6507183
2022-07-14,AAPL,Technology,223.11,226.3,219.6,219.74,7543717
2022-07-15,AAPL,Technology,219.74,221.37,214.83,215.7,9290886
2022-07-18,AAPL,Technology,215.7,217.29,212.17,213.4,6611332
2022-07-19,AAPL,Technology,213.4,216.43,213.4,213.48,10718529
2022-07-20,AAPL,Technology,213.48,216.94,212.76,215.03,17972899
2022-07-21,AAPL,Technology,215.03,222.0,214.26,220.35,10345910
2022-07-22,AAPL,Technology,220.35,225.31,219.23,222.56,8822338
2022-07-25,AAPL,Technology,222.56,226.1,220.96,225.31,3828149
2022-07-26,AAPL,Technology,225.31,227.53,221.2,223.35,8450953
2022-07-27,AAPL,Technology,223.35,228.31,222.9,226.2,10758297
2022-07-28,AAPL,Technology,226.2,226.89,223.6,224.28,5025262
2022-07-29,AAPL,Technology,224.28,224.77,223.32,224.64,5131468
2022-08-01,AAPL,Technology,224.64,227.1,223.28,225.4,13439719
2022-08-02,AAPL,Technology,225.4,230.95,224.24,230.63,10045671
2022-08-03,AAPL,Technology,230.63,236.12,226.72,234.86,8342007
2022-08-04,AAPL,Technology,234.86,237.31,230.94,235.0,8081602
2022-08-05,AAPL,Technology,235.0,238.77,233.48,233.82,8731186
2022-08-08,AAPL,Technology,233.82,240.85,232.24,237.33,15423763
2022-08-09,AAPL,Technology,237.33,238.18,233.24,234.9,12562161
2022-08-10,AAPL,Technology,234.9,235.18,228.07,230.31,6081877
2022-08-11,AAPL,Technology,230.31,232.57,228.14,230.75,11759999
2022-08-12,AAPL,Technology,230.75,234.5,229.67,234.43,13775821
2022-08-15,AAPL,Technology,234.43,235.79,228.2,229.9,12642429
2022-08-16,AAPL,Technology,229.9,230.28,226.79,227.32,9196546
2022-08-17,AAPL,Technology,227.32,227.38,224.24,226.83,8239306
2022-08-18,AAPL,Technology,226.83,230.64,226.34,228.08,9398620
2022-08-19,AAPL,Technology,228.08,231.61,221.4,221.84,6424708
2022-08-22,AAPL,Technology,221.84,225.85,221.25,222.41,7178492
2022-08-23,AAPL,Technology,222.41,223.26,219.55,219.81,6043714
2022-08-24,AAPL,Technology,219.81,220.49,217.51,218.11,3211613
2022-08-25,AAPL,Technology,218.11,218.57,215.47,217.8,13012275
2022-08-26,AAPL,Technology,217.8,219.03,216.31,218.46,10037113
2022-08-29,AAPL,Technology,218.46,225.2,216.84,223.67,7775539
2022-08-30,AAPL,Technology,223.67,224.98,222.53,224.9,14055516
2022-08-31,AAPL,Technology,224.9,225.73,220.55,221.43,8954641
2022-09-01,AAPL,Technology,221.43,222.97,219.13,222.75,11921965
2022-09-02,AAPL,Technology,222.75,224.95,219.02,224.4,13656327
2022-09-05,AAPL,Technology,224.4,227.41,223.25,227.37,5559945
2022-09-06,AAPL,Technology,227.37,230.29,224.91,228.9,4620193
2022-09-07,AAPL,Technology,228.9,232.71,227.97,232.71,6214336
2022-09-08,AAPL,Technology,232.71,233.16,229.86,232.0,13452978
2022-09-09,AAPL,Technology,232.0,234.64,229.25,230.36,9116280
2022-09-12,AAPL,Technology,230.36,232.88,230.34,231.5,14957027
2022-09-13,AAPL,Technology,231.5,232.95,230.8,231.05,4742962
2022-09-14,AAPL,Technology,231.05,233.17,229.49,231.83,15189234
2022-09-15,AAPL,Technology,231.83,232.05,226.63,228.44,7915514
2022-09-16,AAPL,Technology,228.44,231.57,226.95,230.9,10610154
2022-09-19,AAPL,Technology,230.9,232.03,224.25,227.06,6108907
2022-09-20,AAPL,Technology,227.06,228.24,225.34,227.34,27078420
2022-09-21,AAPL,Technology,227.34,231.35,226.39,228.8,12700499
2022-09-22,AAPL,Technology,228.8,233.33,228.15,231.42,3588114
2022-09-23,AAPL,Technology,231.42,237.92,229.8,234.41,8973879
2022-09-26,AAPL,Technology,234.41,235.82,232.62,234.89,14471645
2022-09-27,AAPL,Technology,234.89,238.71,233.59,237.11,12571452
2022-09-28,AAPL,Technology,237.11,238.07,236.71,237.5,8363811
2022-09-29,AAPL,Technology,237.5,244.84,236.63,243.03,13248889
2022-09-30,AAPL,Technology,243.03,245.43,240.2,241.33,9477857
2022-10-03,AAPL,Technology,241.33,243.01,237.96,240.38,5966512
2022-10-04,AAPL,Technology,240.38,249.44,238.33,248.44,6491957
2022-10-05,AAPL,Technology,248.44,251.81,248.38,249.89,12225346
2022-10-06,AAPL,Technology,249.89,254.36,248.55,254.1,15071885
2022-10-07,AAPL,Technology,254.1,259.19,252.06,256.62,7972309
2022-10-10,AAPL,Technology,256.62,256.62,249.38,250.39,10320250
2022-10-11,AAPL,Technology,250.39,255.97,248.27,254.45,11784440
2022-10-12,AAPL,Technology,254.45,254.93,253.54,253.86,7875775
2022-10-13,AAPL,Technology,253.86,259.26,253.69,258.59,6185656
2022-10-14,AAPL,Technology,258.59,265.48,256.07,262.91,8872865
2022-10-17,AAPL,Technology,262.91,264.03,253.71,257.31,8063852
2022-10-18,AAPL,Technology,257.31,261.53,255.56,257.28,5136260
2022-10-19,AAPL,Technology,257.28,264.72,256.6,261.35,7975473
2022-10-20,AAPL,Technology,261.35,264.97,259.77,260.67,10176476
2022-10-21,AAPL,Technology,260.67,261.29,258.01,259.16,12664291
2022-10-24,AAPL,Technology,259.16,260.17,258.23,258.61,19180386
2022-10-25,AAPL,Technology,258.61,262.32,258.0,261.73,8767130
2022-10-26,AAPL,Technology,261.73,264.75,261.0,263.04,19675387
2022-10-27,AAPL,Technology,263.04,266.51,262.06,262.23,21247299
2022-10-28,AAPL,Technology,262.23,265.3,259.76,264.95,4426248
2022-10-31,AAPL,Technology,264.95,271.2,263.35,268.47,8926065
2022-11-01,AAPL,Technology,268.47,273.86,267.16,270.57,14290985
2022-11-02,AAPL,Technology,270.57,271.33,266.84,267.97,18886708
2022-11-03,AAPL,Technology,267.97,271.24,267.9,269.5,3723153
2022-11-04,AAPL,Technology,269.5,271.71,266.9,271.13,2741252
2022-11-07,AAPL,Technology,271.13,272.49,266.96,268.86,23321412
2022-11-08,AAPL,Technology,268.86,269.37,265.56,265.82,9491388
2022-11-09,AAPL,Technology,265.82,269.41,264.26,268.23,13370240
2022-11-10,AAPL,Technology,268.23,273.73,267.06,267.65,8153683
2022-11-11,AAPL,Technology,267.65,269.39,261.41,264.15,4929994
2022-11-14,AAPL,Technology,264.15,265.66,256.17,259.24,12891451
2022-11-15,AAPL,Technology,259.24,261.76,256.91,260.96,13416789
2022-11-16,AAPL,Technology,260.96,261.73,259.06,261.64,13086761
2022-11-17,AAPL,Technology,261.64,266.11,260.68,265.6,11625508
2022-11-18,AAPL,Technology,265.6,270.15,263.59,267.33,13730657
2022-11-21,AAPL,Technology,267.33,267.53,260.01,260.91,9890633
2022-11-22,AAPL,Technology,260.91,261.64,255.14,256.99,11342372
2022-11-23,AAPL,Technology,256.99,266.68,256.84,266.48,8731819
2022-11-24,AAPL,Technology,266.48,271.32,259.56,262.38,8496536
2022-11-25,AAPL,Technology,262.38,262.71,252.82,255.45,4734790
2022-11-28,AAPL,Technology,255.45,256.85,254.03,256.56,9435663
2022-11-29,AAPL,Technology,256.56,258.02,252.1,253.95,8938775
2022-11-30,AAPL,Technology,253.95,254.16,252.82,254.15,22831008
2022-12-01,AAPL,Technology,254.15,254.79,249.49,251.29,9414875
2022-12-02,AAPL,Technology,251.29,255.39,250.37,252.5,6842755
2022-12-05,AAPL,Technology,252.5,254.61,251.1,252.09,9438167
2022-12-06,AAPL,Technology,252.09,259.14,251.07,256.67,6194736
2022-12-07,AAPL,Technology,256.67,259.27,248.43,251.1,9964526
2022-12-08,AAPL,Technology,251.1,256.16,249.09,254.36,8146021
2022-12-09,AAPL,Technology,254.36,257.62,247.5,248.89,5333604
2022-12-12,AAPL,Technology,248.89,250.37,238.29,240.42,10054455
2022-12-13,AAPL,Technology,240.42,242.44,239.98,241.18,2820664
2022-12-14,AAPL,Technology,241.18,247.87,238.01,242.5,6068357
2022-12-15,AAPL,Technology,242.5,243.9,240.45,242.96,11691133
2022-12-16,AAPL,Technology,242.96,243.52,240.98,241.71,3735779
2022-12-19,AAPL,Technology,241.71,242.05,240.8,240.91,7781166
2022-12-20,AAPL,Technology,240.91,241.02,232.64,233.81,15195831
2022-12-21,AAPL,Technology,233.81,237.19,231.99,235.57,16757008
2022-12-22,AAPL,Technology,235.57,236.5,231.53,232.81,22564151
2022-12-23,AAPL,Technology,232.81,234.59,229.17,232.16,11686371
2022-12-26,AAPL,Technology,232.16,236.38,231.3,236.24,10057676
2022-12-27,AAPL,Technology,236.24,239.55,236.1,237.07,13865061
2022-12-28,AAPL,Technology,237.07,240.83,235.24,239.27,5610803
2022-12-29,AAPL,Technology,239.27,240.33,231.87,235.14,10638361
2022-12-30,AAPL,Technology,235.14,243.03,233.05,240.59,12185054
2023-01-02,AAPL,Technology,240.59,245.38,239.75,243.76,9006312
2023-01-03,AAPL,Technology,243.76,244.71,242.13,242.16,8356888
2023-01-04,AAPL,Technology,242.16,246.47,240.53,244.95,5168130
2023-01-05,AAPL,Technology,244.95,251.5,242.43,250.07,11871520
2023-01-06,AAPL,Technology,250.07,258.49,249.34,255.91,21396605
2023-01-09,AAPL,Technology,255.91,257.86,252.32,254.53,3543605
2023-01-10,AAPL,Technology,254.53,259.22,253.9,257.41,12497828
2023-01-11,AAPL,Technology,257.41,258.71,256.57,258.11,11659826
2023-01-12,AAPL,Technology,258.11,260.41,255.95,258.49,9971861
2023-01-13,AAPL,Technology,258.49,260.16,255.31,256.35,9997304
2023-01-16,AAPL,Technology,256.35,259.68,255.59,255.89,7856631
2023-01-17,AAPL,Technology,255.89,257.29,255.81,257.14,30305410
2023-01-18,AAPL,Technology,257.14,264.3,255.29,263.31,5009103
2023-01-19,AAPL,Technology,263.31,267.06,261.73,265.01,12144199
2023-01-20,AAPL,Technology,265.01,265.88,261.53,262.77,4489191
2023-01-23,AAPL,Technology,262.77,266.19,252.94,255.31,10394391
2023-01-24,AAPL,Technology,255.31,260.5,252.49,258.06,12740271
2023-01-25,AAPL,Technology,258.06,265.44,257.44,264.94,3799897
2023-01-26,AAPL,Technology,264.94,270.3,260.76,269.15,4302547
2023-01-27,AAPL,Technology,269.15,272.39,262.43,263.14,8176803
2023-01-30,AAPL,Technology,263.14,264.62,259.8,262.24,13938990
2023-01-31,AAPL,Technology,262.24,268.07,261.26,263.52,12541981
2023-02-01,AAPL,Technology,263.52,267.72,258.77,260.45,3143218
2023-02-02,AAPL,Technology,260.45,261.16,255.47,258.07,10212893
2023-02-03,AAPL,Technology,258.07,260.53,254.98,259.47,4674417
2023-02-06,AAPL,Technology,259.47,259.51,256.57,258.03,6493287
2023-02-07,AAPL,Technology,258.03,266.97,253.69,265.66,10391555
2023-02-08,AAPL,Technology,265.66,270.56,262.03,268.64,7603541
2023-02-09,AAPL,Technology,268.64,273.3,266.28,273.23,6395837
2023-02-10,AAPL,Technology,273.23,274.54,268.72,272.33,14586451
2023-02-13,AAPL,Technology,272.33,275.3,272.03,274.71,15066794
2023-02-14,AAPL,Technology,274.71,274.84,270.05,270.81,11575731
2023-02-15,AAPL,Technology,270.81,270.92,266.67,269.04,22806805
2023-02-16,AAPL,Technology,269.04,270.42,266.41,269.83,10598417
2023-02-17,AAPL,Technology,269.83,272.58,268.4,270.72,16112143
2023-02-20,AAPL,Technology,270.72,271.17,268.37,269.32,18764130
2023-02-21,AAPL,Technology,269.32,276.12,259.42,260.05,5310991
2023-02-22,AAPL,Technology,260.05,261.48,255.21,256.03,22168945
2023-02-23,AAPL,Technology,256.03,262.56,253.49,261.43,4809813
2023-02-24,AAPL,Technology,261.43,261.78,257.97,261.11,5788154
2023-02-27,AAPL,Technology,261.11,268.12,259.19,265.98,7375219
2023-02-28,AAPL,Technology,265.98,272.45,264.96,272.25,5679116
2023-03-01,AAPL,Technology,272.25,276.29,269.04,274.1,9426893
2023-03-02,AAPL,Technology,274.1,278.45,273.17,275.85,18492357
2023-03-03,AAPL,Technology,275.85,280.39,270.71,277.74,10751349
2023-03-06,AAPL,Technology,277.74,278.77,270.85,272.78,6711332
2023-03-07,AAPL,Technology,272.78,274.66,268.42,270.57,3270847
2023-03-08,AAPL,Technology,270.57,274.47,267.96,273.51,3688434
2023-03-09,AAPL,Technology,273.51,275.02,273.13,273.44,8229340
2023-03-10,AAPL,Technology,273.44,282.78,271.05,279.85,8197843
2023-03-13,AAPL,Technology,279.85,287.77,277.72,282.05,8701548
2023-03-14,AAPL,Technology,282.05,285.82,275.23,275.91,29506918
2023-03-15,AAPL,Technology,275.91,277.64,271.15,271.74,8798966
2023-03-16,AAPL,Technology,271.74,274.61,269.72,273.48,10736411
2023-03-17,AAPL,Technology,273.48,284.92,270.93,281.67,5580391
2023-03-20,AAPL,Technology,281.67,285.26,280.02,283.45,6124888
2023-03-21,AAPL,Technology,283.45,291.8,282.56,290.47,7885397
2023-03-22,AAPL,Technology,290.47,297.26,289.49,295.2,20647335
2023-03-23,AAPL,Technology,295.2,296.67,290.9,292.4,5773393
2023-03-24,AAPL,Technology,292.4,296.34,289.14,295.1,2915947
2023-03-27,AAPL,Technology,295.1,299.5,291.47,299.37,11687309
2023-03-28,AAPL,Technology,299.37,303.67,297.03,302.28,9489777
2023-03-29,AAPL,Technology,302.28,302.66,296.98,299.05,9412279
2023-03-30,AAPL,Technology,299.05,303.54,298.85,301.64,7686578
2023-03-31,AAPL,Technology,301.64,309.75,298.0,307.99,9317374
2023-04-03,AAPL,Technology,307.99,316.54,304.03,314.59,5852165
2023-04-04,AAPL,Technology,314.59,318.17,310.25,311.8,6376106
2023-04-05,AAPL,Technology,311.8,316.3,307.23,315.13,17853545
2023-04-06,AAPL,Technology,315.13,318.62,313.5,315.65,6985793
2023-04-07,AAPL,Technology,315.65,322.35,313.82,321.38,21087929
2023-04-10,AAPL,Technology,321.38,321.56,315.16,315.82,10579486
2023-04-11,AAPL,Technology,315.82,318.25,314.45,315.24,12629578
2023-04-12,AAPL,Technology,315.24,315.86,309.58,314.07,8452353
2023-04-13,AAPL,Technology,314.07,319.69,310.43,318.29,9188443
2023-04-14,AAPL,Technology,318.29,320.68,317.94,318.42,5623889
2023-04-17,AAPL,Technology,318.42,321.2,311.65,315.76,17513139
2023-04-18,AAPL,Technology,315.76,316.74,312.03,313.41,17933156
2023-04-19,AAPL,Technology,313.41,319.73,313.09,317.3,6404005
2023-04-20,AAPL,Technology,317.3,322.32,316.76,317.88,3936037
2023-04-21,AAPL,Technology,317.88,318.88,315.78,316.15,9326372
2023-04-24,AAPL,Technology,316.15,318.83,302.18,305.37,9583852
2023-04-25,AAPL,Technology,305.37,307.18,299.17,300.68,12005214
2023-04-26,AAPL,Technology,300.68,300.8,294.92,298.83,6808124
2023-04-27,AAPL,Technology,298.83,298.89,289.66,291.31,12722859
2023-04-28,AAPL,Technology,291.31,292.41,284.9,287.66,4779403
2023-05-01,AAPL,Technology,287.66,288.14,282.92,286.04,13442417
2023-05-02,AAPL,Technology,286.04,289.53,279.78,281.73,20188379
2023-05-03,AAPL,Technology,281.73,288.67,280.65,285.16,8980737
2023-05-04,AAPL,Technology,285.16,287.18,277.24,277.56,7935851
2023-05-05,AAPL,Technology,277.56,283.69,276.58,282.09,7104656
2023-05-08,AAPL,Technology,282.09,283.2,280.16,280.21,10457976
2023-05-09,AAPL,Technology,280.21,282.3,273.84,276.53,8500781
2023-05-10,AAPL,Technology,276.53,280.76,270.18,272.03,12360003
2023-05-11,AAPL,Technology,272.03,272.14,268.88,269.87,7029985
2023-05-12,AAPL,Technology,269.87,273.01,269.18,271.02,23380411
2023-05-15,AAPL,Technology,271.02,271.57,260.26,264.99,18395946
2023-05-16,AAPL,Technology,264.99,268.86,264.9,267.56,5892191
2023-05-17,AAPL,Technology,267.56,271.4,267.34,269.78,12363635
2023-05-18,AAPL,Technology,269.78,270.61,262.17,263.03,5289615
2023-05-19,AAPL,Technology,263.03,264.84,261.35,261.71,5473564
2023-05-22,AAPL,Technology,261.71,264.05,260.35,263.79,6587764
2023-05-23,AAPL,Technology,263.79,268.03,261.05,265.46,15330508
2023-05-24,AAPL,Technology,265.46,269.95,261.83,269.65,7850200
2023-05-25,AAPL,Technology,269.65,275.51,268.86,270.7,7060918
2023-05-26,AAPL,Technology,270.7,277.47,269.91,270.67,11240044
2023-05-29,AAPL,Technology,270.67,272.44,264.47,266.02,10343460
2023-05-30,AAPL,Technology,266.02,268.56,260.76,265.5,6487925
2023-05-31,AAPL,Technology,265.5,268.89,262.96,266.06,18134037
2023-06-01,AAPL,Technology,266.06,266.68,259.78,261.64,15399875
2023-06-02,AAPL,Technology,261.64,265.33,260.45,265.13,10439076
2023-06-05,AAPL,Technology,265.13,266.15,262.99,265.92,5139453
2023-06-06,AAPL,Technology,265.92,266.91,257.22,259.49,9200576
2023-06-07,AAPL,Technology,259.49,262.92,258.39,262.73,11341394
2023-06-08,AAPL,Technology,262.73,263.57,255.84,256.07,4348339
2023-06-09,AAPL,Technology,256.07,260.88,254.65,259.25,7840476
2023-06-12,AAPL,Technology,259.25,261.37,255.46,256.67,6500697
2023-06-13,AAPL,Technology,256.67,258.39,246.48,249.08,13272181
2023-06-14,AAPL,Technology,249.08,250.27,246.13,246.79,11496488
2023-06-15,AAPL,Technology,246.79,247.94,243.97,245.48,16594317
2023-06-16,AAPL,Technology,245.48,253.58,243.25,249.33,15437155
2023-06-19,AAPL,Technology,249.33,249.37,245.17,246.91,5122608
2023-06-20,AAPL,Technology,246.91,250.32,244.14,249.76,5727806
2023-06-21,AAPL,Technology,249.76,256.24,247.0,255.65,14007253
2023-06-22,AAPL,Technology,255.65,256.39,254.88,255.34,5239932
2023-06-23,AAPL,Technology,255.34,256.53,249.83,252.52,7282861
2023-06-26,AAPL,Technology,252.52,261.39,251.81,260.79,7675603
2023-06-27,AAPL,Technology,260.79,263.35,258.04,262.83,6819758
