MatchID,PlayerID,PlayerName,Team,Position,Goals,Assists,Tackles,PassAccuracy,MinutesPlayed,Rating
MCH-1212,PLR-038,Player 2,Ironclads,Defender,0,0,7,68.6,90,6.9
MCH-0440,PLR-045,Player 9,Ironclads,Midfielder,0,0,1,91.1,90,7.5
MCH-1841,PLR-049,Player 13,Phoenix FC,Defender,0,0,6,78.1,90,6.4
MCH-1774,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,0,3,88.5,90,7.0
MCH-0530,PLR-045,Player 9,Ironclads,Midfielder,0,0,5,89.5,90,6.6
MCH-1624,PLR-023,Gavi,Centurions,Midfielder,0,1,5,78.2,90,7.2
MCH-0482,PLR-025,Harry Maguire,Centurions,Midfielder,0,1,1,65.5,45,7.2
MCH-1402,PLR-025,Harry Maguire,Centurions,Midfielder,0,0,5,75.6,90,5.2
MCH-1773,PLR-046,Player 10,Strikers,Forward,0,0,1,68.7,90,7.2
MCH-0412,PLR-039,Player 3,Vipers,Midfielder,2,0,1,65.4,90,8.8
MCH-0685,PLR-023,Gavi,Centurions,Midfielder,0,0,3,69.6,90,6.8
MCH-1461,PLR-023,Gavi,Centurions,Midfielder,1,3,3,69.1,90,10.0
MCH-0228,PLR-002,Cristiano Ronaldo,Titans,Forward,1,0,0,76.6,90,7.6
MCH-1023,PLR-026,Declan Rice,Wizards,Midfielder,0,1,4,85.8,90,7.0
MCH-1811,PLR-009,Luka Modric,Ironclads,Midfielder,0,2,4,70.1,75,8.6
MCH-0096,PLR-047,Player 11,Strikers,Defender,0,0,6,90.4,90,6.3
MCH-1970,PLR-038,Player 2,Ironclads,Defender,0,0,6,72.5,60,7.3
MCH-0222,PLR-024,Jamal Musiala,Strikers,Midfielder,1,1,2,76.6,90,7.7
MCH-1846,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,6,89.2,90,8.2
MCH-1281,PLR-020,Rodri,Strikers,Midfielder,0,1,1,69.8,90,7.3
MCH-0415,PLR-009,Luka Modric,Ironclads,Midfielder,0,1,2,68.1,75,7.0
MCH-1155,PLR-039,Player 3,Vipers,Midfielder,0,0,5,70.3,90,7.0
MCH-0438,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,1,3,72.6,90,8.3
MCH-0293,PLR-040,Player 4,Phoenix FC,Defender,0,0,8,90.9,60,8.1
MCH-1034,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,59.8,90,6.1
MCH-0874,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,3,84.1,90,6.1
MCH-0961,PLR-027,Jack Grealish,Wizards,Defender,0,1,3,77.8,75,8.2
MCH-1381,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,61.4,90,6.3
MCH-0896,PLR-030,Ederson,Vipers,Midfielder,0,0,5,70.0,90,6.3
MCH-0291,PLR-009,Luka Modric,Ironclads,Midfielder,0,0,3,80.7,90,5.8
MCH-1012,PLR-037,Player 1,Strikers,Defender,0,0,9,77.5,90,6.8
MCH-0374,PLR-025,Harry Maguire,Centurions,Midfielder,0,3,4,80.2,90,8.8
MCH-1549,PLR-023,Gavi,Centurions,Midfielder,0,0,4,71.1,90,6.0
MCH-1898,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,3,86.5,90,6.6
MCH-0881,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,7,69.3,90,6.5
MCH-1372,PLR-021,Bernardo Silva,Titans,Goalkeeper,0,0,0,66.1,75,6.8
MCH-1494,PLR-024,Jamal Musiala,Strikers,Midfielder,0,0,4,68.6,90,6.8
MCH-0429,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,73.9,90,6.6
MCH-0478,PLR-015,Bukayo Saka,Titans,Defender,0,0,8,85.2,90,7.6
MCH-0854,PLR-047,Player 11,Strikers,Defender,0,0,7,76.8,60,7.6
MCH-0911,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,4,85.2,90,6.2
MCH-1050,PLR-030,Ederson,Vipers,Midfielder,0,2,1,83.2,90,8.4
MCH-0428,PLR-048,Player 12,Phoenix FC,Midfielder,0,0,1,67.2,90,5.4
MCH-1469,PLR-048,Player 12,Phoenix FC,Midfielder,0,1,1,83.9,90,6.8
MCH-0006,PLR-024,Jamal Musiala,Strikers,Midfielder,0,0,3,84.5,90,6.2
MCH-0473,PLR-044,Player 8,Titans,Midfielder,0,1,5,70.3,15,7.4
MCH-0315,PLR-022,Pedri,Gladiators,Defender,0,0,3,71.3,75,6.9
MCH-1546,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,5,92.3,90,6.8
MCH-0925,PLR-030,Ederson,Vipers,Midfielder,0,0,5,72.9,15,7.5
MCH-0328,PLR-024,Jamal Musiala,Strikers,Midfielder,1,0,2,66.2,90,7.5
MCH-0397,PLR-026,Declan Rice,Wizards,Midfielder,0,0,4,89.6,90,5.4
MCH-0465,PLR-016,Martin Odegaard,Vipers,Midfielder,2,1,1,73.7,75,9.3
MCH-0848,PLR-014,Son Heung-min,Titans,Defender,0,0,5,79.6,90,7.0
MCH-0608,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,5,78.3,45,6.4
MCH-0786,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,0,3,90.2,90,5.9
MCH-0138,PLR-031,Casemiro,Phoenix FC,Midfielder,2,0,1,65.7,90,8.9
MCH-0295,PLR-020,Rodri,Strikers,Midfielder,1,0,1,89.5,90,8.0
MCH-1203,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,3,83.2,90,7.2
MCH-1329,PLR-035,Ben Chilwell,Centurions,Midfielder,0,0,1,67.6,75,6.0
MCH-0304,PLR-037,Player 1,Strikers,Defender,0,0,5,79.3,90,7.3
MCH-0939,PLR-026,Declan Rice,Wizards,Midfielder,0,0,4,94.5,90,6.0
MCH-1934,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,1,2,92.4,90,7.1
MCH-1872,PLR-042,Player 6,Titans,Midfielder,0,0,2,81.0,15,7.2
MCH-0024,PLR-046,Player 10,Strikers,Forward,0,0,2,92.2,90,6.0
MCH-0339,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,4,94.6,90,8.4
MCH-0970,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,50.4,90,7.1
MCH-0642,PLR-040,Player 4,Phoenix FC,Defender,0,0,7,73.6,90,7.3
MCH-1423,PLR-014,Son Heung-min,Titans,Defender,0,0,9,86.2,90,6.8
MCH-0363,PLR-032,Raphael Varane,Titans,Defender,0,0,4,66.8,90,7.5
MCH-0026,PLR-040,Player 4,Phoenix FC,Defender,0,0,7,78.8,90,6.5
MCH-1167,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,60.1,75,6.9
MCH-1449,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,55.6,90,6.7
MCH-1947,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,62.2,90,6.5
MCH-1763,PLR-046,Player 10,Strikers,Forward,1,0,2,65.3,90,7.7
MCH-0379,PLR-001,Lionel Messi,Phoenix FC,Forward,0,0,0,75.3,75,7.2
MCH-1199,PLR-027,Jack Grealish,Wizards,Defender,0,0,4,80.3,90,7.2
MCH-1574,PLR-038,Player 2,Ironclads,Defender,1,1,9,79.5,75,10.0
MCH-1193,PLR-038,Player 2,Ironclads,Defender,0,0,7,72.2,90,6.3
MCH-0050,PLR-016,Martin Odegaard,Vipers,Midfielder,0,0,4,71.2,90,6.7
MCH-0344,PLR-021,Bernardo Silva,Titans,Goalkeeper,0,0,0,68.1,90,7.4
MCH-1414,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,3,76.7,90,6.9
MCH-0575,PLR-030,Ederson,Vipers,Midfielder,0,2,3,92.2,15,8.9
MCH-1953,PLR-032,Raphael Varane,Titans,Defender,0,0,8,86.4,90,7.8
MCH-0473,PLR-050,Player 14,Vipers,Midfielder,0,0,3,83.1,90,5.9
MCH-0153,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,3,79.5,90,6.6
MCH-0138,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,8,94.3,90,6.6
MCH-1069,PLR-020,Rodri,Strikers,Midfielder,1,0,5,81.9,90,7.0
MCH-0720,PLR-034,Reece James,Ironclads,Forward,1,0,2,83.3,90,7.0
MCH-0109,PLR-022,Pedri,Gladiators,Defender,0,0,5,88.8,90,7.5
MCH-0372,PLR-040,Player 4,Phoenix FC,Defender,0,0,5,85.5,60,7.3
MCH-1821,PLR-034,Reece James,Ironclads,Forward,0,0,0,87.3,90,5.7
MCH-0204,PLR-001,Lionel Messi,Phoenix FC,Forward,0,0,2,67.1,90,6.3
MCH-1315,PLR-046,Player 10,Strikers,Forward,0,0,0,79.1,75,6.5
MCH-0880,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,0,1,81.2,90,6.4
MCH-1775,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,3,72.0,90,7.2
MCH-0101,PLR-049,Player 13,Phoenix FC,Defender,0,0,5,95.0,90,7.5
MCH-1013,PLR-023,Gavi,Centurions,Midfielder,0,1,5,92.9,90,7.9
MCH-0743,PLR-043,Player 7,Centurions,Midfielder,0,1,1,81.7,90,7.3
MCH-0619,PLR-049,Player 13,Phoenix FC,Defender,0,0,8,87.8,90,6.6
MCH-0398,PLR-027,Jack Grealish,Wizards,Defender,0,0,7,89.2,90,7.6
MCH-1364,PLR-034,Reece James,Ironclads,Forward,0,0,2,88.4,90,6.2
MCH-0621,PLR-023,Gavi,Centurions,Midfielder,0,0,5,85.7,75,7.2
MCH-0548,PLR-040,Player 4,Phoenix FC,Defender,0,0,6,68.1,45,6.6
MCH-0419,PLR-017,Antoine Griezmann,Centurions,Midfielder,1,1,4,83.0,90,9.2
MCH-0477,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,8,79.9,90,6.2
MCH-0489,PLR-015,Bukayo Saka,Titans,Defender,0,0,3,66.2,75,8.1
MCH-0285,PLR-023,Gavi,Centurions,Midfielder,1,0,3,87.6,90,7.8
MCH-1358,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,1,1,93.9,90,7.3
MCH-0449,PLR-015,Bukayo Saka,Titans,Defender,0,0,6,75.0,15,7.9
MCH-1412,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,7,78.1,75,7.2
MCH-0150,PLR-034,Reece James,Ironclads,Forward,0,0,2,68.4,90,6.3
MCH-0581,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,1,2,3,84.3,90,9.5
MCH-0739,PLR-038,Player 2,Ironclads,Defender,0,0,6,91.6,90,8.1
MCH-0106,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,4,79.2,90,6.0
MCH-1532,PLR-047,Player 11,Strikers,Defender,0,0,7,66.8,90,7.1
MCH-1235,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,1,78.8,90,6.7
MCH-0633,PLR-046,Player 10,Strikers,Forward,2,0,2,88.3,90,8.7
MCH-1204,PLR-049,Player 13,Phoenix FC,Defender,0,0,4,90.2,90,7.5
MCH-1744,PLR-017,Antoine Griezmann,Centurions,Midfielder,1,1,2,66.9,90,8.1
MCH-0592,PLR-007,Harry Kane,Knights,Goalkeeper,0,0,0,50.8,90,6.9
MCH-1479,PLR-035,Ben Chilwell,Centurions,Midfielder,0,0,4,88.3,90,5.8
MCH-0468,PLR-010,Virgil van Dijk,Thunderbolts,Forward,0,0,2,87.4,90,6.7
MCH-0649,PLR-026,Declan Rice,Wizards,Midfielder,0,0,1,65.2,15,5.8
MCH-1732,PLR-002,Cristiano Ronaldo,Titans,Forward,1,0,0,69.0,90,7.6
MCH-1577,PLR-039,Player 3,Vipers,Midfielder,0,0,5,81.1,90,6.7
MCH-1972,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,0,5,76.2,90,6.4
MCH-1934,PLR-011,Neymar Jr,Phoenix FC,Defender,1,1,7,66.1,45,8.5
MCH-0978,PLR-009,Luka Modric,Ironclads,Midfielder,0,0,2,68.0,90,5.9
MCH-1340,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,3,77.7,90,7.1
MCH-1292,PLR-025,Harry Maguire,Centurions,Midfielder,0,1,4,82.8,90,7.5
MCH-1041,PLR-026,Declan Rice,Wizards,Midfielder,0,0,4,77.6,90,7.9
MCH-1869,PLR-015,Bukayo Saka,Titans,Defender,0,0,4,72.2,15,7.1
MCH-0358,PLR-016,Martin Odegaard,Vipers,Midfielder,0,2,2,69.9,90,8.4
MCH-0951,PLR-049,Player 13,Phoenix FC,Defender,0,0,4,93.1,90,7.4
MCH-1285,PLR-043,Player 7,Centurions,Midfielder,0,3,4,92.8,90,8.6
MCH-1811,PLR-039,Player 3,Vipers,Midfielder,0,0,1,66.2,60,6.9
MCH-1440,PLR-027,Jack Grealish,Wizards,Defender,0,0,7,78.9,90,7.2
MCH-0449,PLR-049,Player 13,Phoenix FC,Defender,0,0,3,72.1,90,6.7
MCH-1276,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,58.4,15,6.7
MCH-0820,PLR-045,Player 9,Ironclads,Midfielder,0,0,5,72.2,90,6.2
MCH-1155,PLR-046,Player 10,Strikers,Forward,0,0,0,71.4,90,6.3
MCH-1604,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,67.9,90,5.8
MCH-1456,PLR-043,Player 7,Centurions,Midfielder,0,0,2,73.1,90,7.8
MCH-1173,PLR-040,Player 4,Phoenix FC,Defender,0,0,7,90.7,90,7.0
MCH-0741,PLR-009,Luka Modric,Ironclads,Midfielder,0,0,2,77.6,90,7.1
MCH-0369,PLR-024,Jamal Musiala,Strikers,Midfielder,1,1,1,72.2,90,9.1
MCH-0253,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,63.0,90,4.9
MCH-1804,PLR-046,Player 10,Strikers,Forward,0,0,2,91.2,90,6.5
MCH-1133,PLR-044,Player 8,Titans,Midfielder,0,0,2,93.3,90,5.8
MCH-1175,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,5,68.2,90,7.0
MCH-0798,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,63.5,90,7.4
MCH-0434,PLR-049,Player 13,Phoenix FC,Defender,0,0,9,86.9,90,7.5
MCH-1085,PLR-010,Virgil van Dijk,Thunderbolts,Forward,0,0,1,76.2,60,6.4
MCH-0855,PLR-016,Martin Odegaard,Vipers,Midfielder,0,3,2,75.5,90,8.8
MCH-1562,PLR-047,Player 11,Strikers,Defender,0,1,7,76.6,60,7.5
MCH-1919,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,51.0,90,6.5
MCH-0067,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,7,68.1,90,7.5
MCH-0201,PLR-039,Player 3,Vipers,Midfielder,0,0,2,72.7,90,6.0
MCH-0216,PLR-042,Player 6,Titans,Midfielder,0,2,5,77.7,15,9.0
MCH-1851,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,2,79.7,90,6.3
MCH-0134,PLR-025,Harry Maguire,Centurions,Midfielder,1,3,3,65.7,90,8.9
MCH-1101,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,63.2,90,6.5
MCH-0897,PLR-044,Player 8,Titans,Midfielder,0,0,1,73.3,15,6.3
MCH-1624,PLR-044,Player 8,Titans,Midfielder,0,0,4,81.7,90,7.2
MCH-1281,PLR-034,Reece James,Ironclads,Forward,1,0,1,77.0,75,8.2
MCH-0674,PLR-032,Raphael Varane,Titans,Defender,0,0,6,72.9,45,7.3
MCH-1349,PLR-047,Player 11,Strikers,Defender,1,0,9,76.3,45,7.5
MCH-0057,PLR-042,Player 6,Titans,Midfielder,0,1,2,78.3,90,7.0
MCH-1957,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,68.0,90,6.8
MCH-1491,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,1,93.0,90,6.7
MCH-0423,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,52.3,90,7.3
MCH-0045,PLR-014,Son Heung-min,Titans,Defender,0,0,3,93.9,45,7.1
MCH-0180,PLR-027,Jack Grealish,Wizards,Defender,0,0,3,84.0,90,6.1
