OrderID,CustomerID,OrderDate,Product,Category,Quantity,Sales,Profit,Discount,Region,HourOfDay,DayOfWeek
ORD-000018,CUST-1579,2025-11-12 17:57:35,Tablet,Electronics,4,4551.16880856145,2048.0259638526522,0.1,North,17,Wednesday
ORD-000019,CUST-2790,2025-07-01 20:27:14,Coffee Maker,Home & Kitchen,2,199.21063923641424,43.65056653856724,0.15,South,20,Tuesday
ORD-000020,CUST-4303,2025-06-21 15:43:30,Smartphone,Electronics,4,2575.327738067023,1158.8974821301604,0.0,East,15,Saturday
ORD-000021,CUST-3341,2025-04-06 20:22:55,Skincare Set,Beauty,2,313.457782619053,109.71022391666854,0.0,East,20,Sunday
ORD-000022,CUST-2154,2025-04-14 19:57:10,Jeans,Clothing,1,107.54872073121362,32.264616219364086,0.0,South,19,Monday
ORD-000023,CUST-4774,2025-02-12 20:22:19,Socks,Clothing,1,32.07237702136066,8.914234201525243,0.15,South,20,Wednesday
ORD-000024,CUST-3591,2025-03-14 18:49:23,Coffee Maker,Home & Kitchen,4,1225.7027587669018,306.42568969172544,0.0,North,18,Friday
ORD-000025,CUST-4665,2025-09-16 07:43:53,Toaster,Home & Kitchen,4,1842.1615868358854,419.6034725570628,0.1,South,7,Tuesday
ORD-000026,CUST-2622,2025-08-26 08:54:06,Sneakers,Clothing,5,824.570166780388,247.37105003411642,0.0,East,8,Tuesday
ORD-000027,CUST-1262,2025-10-27 22:43:20,Headphones,Electronics,5,4521.087352471979,2091.0029005182905,0.2,South,22,Monday
ORD-000028,CUST-0257,2025-06-16 05:32:44,Biography,Books,4,106.6163687535277,17.089976756080176,0.15,North,5,Monday
ORD-000029,CUST-3628,2025-07-11 17:01:42,Smartphone,Electronics,5,6655.887230834965,2995.1492538757343,0.1,North,17,Friday
ORD-000030,CUST-0570,2025-04-26 18:19:00,Smartwatch,Electronics,4,5191.543123383242,2336.1944055224585,0.0,East,18,Saturday
ORD-000031,CUST-1474,2025-08-16 18:49:19,Vacuum,Home & Kitchen,3,934.8661101209738,233.71652753024344,0.0,West,18,Saturday
ORD-000032,CUST-2647,2025-03-19 19:35:29,Tablet,Electronics,5,7012.246562622337,3155.5109531800513,0.0,South,19,Wednesday
ORD-000033,CUST-2806,2025-02-13 17:55:33,Lipstick,Beauty,4,633.297281612905,217.4876190802213,0.05,West,17,Thursday
ORD-000034,CUST-2984,2025-10-11 12:35:58,Toaster,Home & Kitchen,3,482.49767688578515,120.62441922144629,0.0,East,12,Saturday
ORD-000035,CUST-0812,2025-03-20 19:06:25,Shampoo,Beauty,5,689.1068839828652,241.1874093940028,0.0,West,19,Thursday
ORD-000036,CUST-1871,2025-11-02 19:01:47,Tablet,Electronics,1,1417.2751856462305,637.7738335408037,0.0,East,19,Sunday
ORD-000037,CUST-3077,2025-12-16 00:01:06,Perfume,Beauty,4,877.9356950405013,307.27749326417546,0.0,West,0,Tuesday
ORD-000038,CUST-4855,2025-09-16 19:08:23,Laptop,Electronics,1,809.3649447129806,364.2142251208412,0.1,North,19,Tuesday
ORD-000039,CUST-3637,2025-11-26 10:58:24,Tablet,Electronics,5,4070.362695576644,1826.3074726205734,0.05,South,10,Wednesday
ORD-000040,CUST-4634,2025-08-18 17:03:58,Laptop,Electronics,3,3089.723992530907,1390.375796638908,0.0,West,17,Monday
ORD-000041,CUST-3806,2025-12-03 18:12:33,Sneakers,Clothing,4,258.20891845175305,77.4626755355259,0.0,West,18,Wednesday
ORD-000042,CUST-2950,2025-04-18 20:11:34,Laptop,Electronics,3,953.757329449006,441.1127648701652,0.2,North,20,Friday
ORD-000043,CUST-0948,2025-07-08 06:33:36,T-Shirt,Clothing,1,71.58418501104077,20.8159274834737,0.05,West,6,Tuesday
ORD-000044,CUST-3341,2025-08-02 20:52:58,Smartwatch,Electronics,4,5273.292781911554,2396.2462788392213,0.15,West,20,Saturday
ORD-000045,CUST-3107,2025-09-30 20:35:39,Tablet,Electronics,1,978.6556471446522,439.107336416219,0.05,East,20,Tuesday
ORD-000046,CUST-2990,2025-02-05 11:26:29,Coffee Maker,Home & Kitchen,1,331.3862939752122,82.84657349380305,0.0,South,11,Wednesday
ORD-000047,CUST-2435,2025-06-07 18:09:56,Headphones,Electronics,3,2547.2222617002994,1146.2500177651348,0.0,East,18,Saturday
ORD-000048,CUST-2624,2025-12-18 20:11:11,Vacuum,Home & Kitchen,5,626.5046614063228,133.1322405488436,0.2,East,20,Thursday
ORD-000049,CUST-1648,2025-01-24 18:47:39,Jacket,Clothing,1,66.39335017685315,18.453445857978306,0.15,North,18,Friday
ORD-000050,CUST-2572,2025-09-15 17:27:55,Perfume,Beauty,1,56.46539753682136,19.762889137887477,0.0,North,17,Monday
ORD-000051,CUST-0990,2025-12-02 15:01:44,Jeans,Clothing,2,149.38298986353573,43.439000999791304,0.05,East,15,Tuesday
ORD-000052,CUST-4017,2025-06-25 17:35:44,Perfume,Beauty,3,596.0789493603439,208.62763227612035,0.0,South,17,Wednesday
ORD-000053,CUST-0921,2025-05-15 21:45:53,Socks,Clothing,1,54.7952336955148,16.438570108654442,0.0,North,21,Thursday
ORD-000054,CUST-0413,2025-03-17 17:47:47,Hair Dryer,Beauty,2,112.78506756596985,39.474773648089446,0.0,North,17,Monday
ORD-000055,CUST-2164,2025-03-04 10:26:00,Headphones,Electronics,3,1815.3776656915006,839.612170382319,0.2,North,10,Tuesday
ORD-000056,CUST-3294,2025-11-06 23:06:52,Toaster,Home & Kitchen,4,503.2119914379893,119.84390848720534,0.05,North,23,Thursday
ORD-000057,CUST-2168,2025-07-15 09:02:04,Textbook,Books,5,234.2206194108478,43.45408860122309,0.05,West,9,Tuesday
ORD-000058,CUST-1357,2025-08-21 20:53:20,Headphones,Electronics,3,2151.4542381511415,968.1544071680136,0.0,South,20,Thursday
ORD-000059,CUST-2786,2025-02-22 17:07:36,Sneakers,Clothing,1,92.17569699266765,26.116447481255825,0.1,East,17,Saturday
ORD-000060,CUST-1699,2025-11-18 19:23:47,Sci-Fi Comic,Books,2,53.11829222019694,8.514549782355099,0.15,North,19,Tuesday
ORD-000061,CUST-4676,2025-06-07 17:41:42,Jacket,Clothing,2,211.41062490120444,61.47598434627129,0.05,West,17,Saturday
ORD-000062,CUST-4634,2025-01-04 21:47:36,Laptop,Electronics,4,5199.944516448149,2333.1330001431834,0.05,West,21,Saturday
ORD-000063,CUST-2499,2025-01-20 20:44:57,Coffee Maker,Home & Kitchen,2,437.59709424584065,109.39927356146016,0.0,East,20,Monday
ORD-000064,CUST-1613,2025-02-27 05:40:35,Headphones,Electronics,1,809.4423733821876,374.36709768926175,0.2,North,5,Thursday
ORD-000065,CUST-3693,2025-12-16 21:40:36,Biography,Books,3,216.51480842677344,43.30296168535469,0.0,South,21,Tuesday
ORD-000066,CUST-0184,2025-04-09 15:17:58,Headphones,Electronics,4,5541.313143038339,2493.5909143672525,0.1,East,15,Wednesday
ORD-000067,CUST-2354,2025-11-26 09:32:11,Laptop,Electronics,5,5710.44643808435,2569.700897137958,0.0,South,9,Wednesday
ORD-000068,CUST-1658,2025-01-13 19:19:52,Laptop,Electronics,5,3684.334738652864,1657.950632393789,0.0,South,19,Monday
ORD-000069,CUST-4625,2025-01-04 20:38:23,Toaster,Home & Kitchen,1,645.6553691029844,161.4138422757461,0.0,West,20,Saturday
ORD-000070,CUST-0061,2025-10-05 01:01:33,Perfume,Beauty,4,431.708041294288,146.3010584386198,0.1,North,1,Sunday
ORD-000071,CUST-2758,2025-04-17 20:59:31,Tablet,Electronics,4,3093.551529032573,1392.098188064658,0.1,West,20,Thursday
ORD-000072,CUST-3706,2025-11-27 18:28:35,Smartphone,Electronics,1,751.0819648027998,347.3754087212949,0.2,East,18,Thursday
ORD-000073,CUST-2419,2025-10-20 07:37:38,T-Shirt,Clothing,4,462.4760967583075,134.48318076787626,0.05,North,7,Monday
ORD-000074,CUST-0417,2025-05-07 17:50:50,Textbook,Books,2,65.45408739974494,13.090817479948987,0.0,North,17,Wednesday
ORD-000075,CUST-4862,2025-05-06 18:47:30,Jacket,Clothing,2,55.31264129105769,15.373660594132211,0.15,North,18,Tuesday
ORD-000076,CUST-2569,2025-05-22 11:10:22,Smartphone,Electronics,1,1198.1901823081457,539.1855820386656,0.0,West,11,Thursday
ORD-000077,CUST-3060,2025-05-18 21:05:14,T-Shirt,Clothing,1,215.53007440087234,62.6738768981484,0.05,East,21,Sunday
ORD-000078,CUST-1152,2025-01-31 13:49:19,Headphones,Electronics,2,3322.714172298594,1490.8493852023958,0.05,East,13,Friday
ORD-000079,CUST-2409,2025-10-12 22:50:29,T-Shirt,Clothing,3,296.829747165068,89.04892414952042,0.0,West,22,Sunday
ORD-000080,CUST-2128,2025-07-04 18:02:59,Laptop,Electronics,1,1087.2946287256723,489.28258292655255,0.0,West,18,Friday
ORD-000081,CUST-0379,2025-05-10 17:11:43,Self-Help,Books,2,40.15146377699445,6.43604345837117,0.15,South,17,Saturday
ORD-000082,CUST-0509,2025-01-25 18:46:27,Shampoo,Beauty,3,421.3851158216831,144.7125200387622,0.05,West,18,Saturday
ORD-000083,CUST-4184,2025-05-30 12:54:11,Cookware,Home & Kitchen,3,553.3415005534243,138.33537513835608,0.0,North,12,Friday
ORD-000084,CUST-1166,2025-09-12 20:53:31,Socks,Clothing,2,83.02901287292416,24.908703861877246,0.0,North,20,Friday
ORD-000085,CUST-0969,2025-01-08 18:44:31,T-Shirt,Clothing,2,116.50681323453787,32.382040737246555,0.15,West,18,Wednesday
ORD-000086,CUST-2507,2025-08-19 19:39:18,Tablet,Electronics,4,3474.4250064014777,1563.4912528806651,0.0,East,19,Tuesday
ORD-000087,CUST-3836,2025-11-18 18:18:12,Coffee Maker,Home & Kitchen,3,532.831776699575,126.89809418766193,0.05,South,18,Tuesday
ORD-000088,CUST-0303,2025-08-16 20:30:01,Vacuum,Home & Kitchen,5,1545.5052374864222,338.64747115511307,0.15,North,20,Saturday
ORD-000089,CUST-2872,2025-01-28 19:47:18,Hair Dryer,Beauty,4,579.3498223330699,202.77243781657447,0.0,South,19,Tuesday
ORD-000090,CUST-0555,2025-07-25 22:22:52,Smartwatch,Electronics,4,5302.389939709959,2379.0986440014426,0.05,East,22,Friday
ORD-000091,CUST-0184,2025-12-27 18:42:32,Toaster,Home & Kitchen,3,1247.219663921511,311.80491598037776,0.0,East,18,Saturday
ORD-000092,CUST-0256,2025-02-01 17:55:33,Coffee Maker,Home & Kitchen,3,623.6797828926743,155.91994572316858,0.0,West,17,Saturday
ORD-000093,CUST-4172,2025-09-14 20:14:02,Tablet,Electronics,3,7643.641568983918,3429.581282925679,0.05,West,20,Sunday
ORD-000094,CUST-0552,2025-01-11 04:27:30,Vacuum,Home & Kitchen,1,617.5663301968629,154.3915825492157,0.0,East,4,Saturday
ORD-000095,CUST-0227,2025-08-12 18:04:14,Skincare Set,Beauty,2,241.88077556511834,84.6582714477914,0.0,North,18,Tuesday
ORD-000096,CUST-2170,2025-11-07 20:53:18,Perfume,Beauty,2,98.63396909755,34.521889184142495,0.0,East,20,Friday
ORD-000097,CUST-4224,2025-08-30 11:18:20,Coffee Maker,Home & Kitchen,2,322.0660458746336,80.5165114686584,0.0,West,11,Saturday
ORD-000098,CUST-1289,2025-01-24 16:45:02,Tablet,Electronics,3,1755.3537170285772,787.5994967194011,0.05,North,16,Friday
ORD-000099,CUST-2101,2025-02-26 06:09:34,Self-Help,Books,4,89.90483999301753,17.980967998603504,0.0,North,6,Wednesday
ORD-000100,CUST-0198,2025-03-10 19:15:37,Coffee Maker,Home & Kitchen,3,991.1600578293527,247.79001445733817,0.0,South,19,Monday
ORD-000101,CUST-2217,2025-04-09 17:15:18,Smartphone,Electronics,3,2685.943126367611,1208.6744068654248,0.0,West,17,Wednesday
ORD-000102,CUST-2873,2025-03-03 04:54:23,Smartphone,Electronics,4,2269.3326955985044,1021.199713019327,0.0,North,4,Monday
ORD-000103,CUST-2843,2025-12-07 17:44:48,Tablet,Electronics,5,6240.171426783829,2835.6073101120633,0.15,South,17,Sunday
ORD-000104,CUST-1640,2025-07-31 19:30:44,Smartwatch,Electronics,1,706.3821530458812,317.8719688706466,0.0,North,19,Thursday
ORD-000105,CUST-1549,2025-04-04 17:37:24,Toaster,Home & Kitchen,5,2021.8281273151922,481.51433032111817,0.05,South,17,Friday
ORD-000106,CUST-0512,2025-12-08 17:51:18,Headphones,Electronics,3,1608.5519960141435,730.9449511299564,0.15,West,17,Monday
ORD-000107,CUST-1814,2025-03-15 19:08:29,Tablet,Electronics,2,4329.083070991275,1942.391220010559,0.05,East,19,Saturday
ORD-000108,CUST-0486,2025-07-24 20:20:02,Sneakers,Clothing,2,273.5602280296336,82.06806840889008,0.0,North,20,Thursday
ORD-000109,CUST-3829,2025-02-27 18:52:44,Jacket,Clothing,4,310.1091178003141,93.03273534009423,0.0,North,18,Thursday
ORD-000110,CUST-4840,2025-12-02 15:44:39,Laptop,Electronics,3,3695.204110973691,1662.841849938161,0.0,West,15,Tuesday
ORD-000111,CUST-4858,2025-07-18 21:20:10,Smartwatch,Electronics,4,2232.4281833584537,1004.592682511304,0.0,South,21,Friday
ORD-000112,CUST-4328,2025-07-30 19:04:09,Tablet,Electronics,4,3069.506634589966,1381.2779855654849,0.0,East,19,Wednesday
ORD-000113,CUST-2984,2025-04-19 19:55:51,Cookware,Home & Kitchen,1,334.8534598459438,79.74799504225768,0.05,North,19,Saturday
ORD-000114,CUST-3504,2025-08-02 15:11:49,Smartphone,Electronics,4,3898.8030321874935,1754.4613644843726,0.0,East,15,Saturday
ORD-000115,CUST-1396,2025-09-18 18:20:00,Socks,Clothing,3,311.7741867632415,90.66065167720576,0.05,South,18,Thursday
ORD-000116,CUST-3146,2025-07-22 20:30:43,Smartwatch,Electronics,1,785.5123191593462,353.4805436217058,0.0,North,20,Tuesday
ORD-000117,CUST-2248,2025-08-24 20:32:30,Laptop,Electronics,2,3260.8024462134035,1467.3611007960317,0.0,North,20,Sunday
ORD-000118,CUST-2398,2025-01-05 13:19:05,Sneakers,Clothing,1,131.2233750109797,39.36701250329391,0.0,West,13,Sunday
ORD-000119,CUST-3785,2025-10-27 19:22:04,Tablet,Electronics,3,2643.510509438067,1189.5797292471302,0.0,East,19,Monday
ORD-000120,CUST-1377,2025-05-13 22:34:06,Smartwatch,Electronics,5,3598.5478374660916,1619.346526859741,0.0,South,22,Tuesday
ORD-000121,CUST-1559,2025-07-19 17:00:57,T-Shirt,Clothing,1,118.12047936306388,35.43614380891916,0.0,South,17,Saturday
ORD-000122,CUST-4641,2025-11-19 06:01:58,Smartwatch,Electronics,5,3103.4053370050497,1396.5324016522725,0.0,South,6,Wednesday
ORD-000123,CUST-0271,2025-11-29 19:46:00,Toaster,Home & Kitchen,1,364.7213295166295,86.86126400330255,0.05,South,19,Saturday
ORD-000124,CUST-2426,2025-05-27 00:40:08,Smartwatch,Electronics,1,2026.8483764393063,909.4148636392152,0.05,North,0,Tuesday
ORD-000125,CUST-4589,2025-01-02 17:13:16,Biography,Books,4,123.35627566414253,24.671255132828506,0.0,South,17,Thursday
ORD-000126,CUST-3038,2025-09-15 18:58:10,Fiction Novel,Books,5,384.7339430943107,71.37827102144449,0.05,East,18,Monday
ORD-000127,CUST-2729,2025-02-03 04:37:19,Blender,Home & Kitchen,5,1315.030077721097,328.7575194302743,0.0,North,4,Monday
ORD-000128,CUST-1215,2025-04-10 19:06:42,Smartphone,Electronics,1,801.0317787422683,360.4643004340208,0.0,South,19,Thursday
ORD-000129,CUST-1682,2025-03-20 17:44:31,Textbook,Books,3,59.898812808495094,11.112806060523432,0.05,East,17,Thursday
ORD-000130,CUST-4270,2025-09-18 19:13:10,Headphones,Electronics,3,4462.715260776553,2008.2218673494488,0.1,East,19,Thursday
ORD-000131,CUST-2789,2025-03-03 23:05:59,Laptop,Electronics,5,5785.047364256382,2595.659409488719,0.05,West,23,Monday
ORD-000132,CUST-2553,2025-12-26 20:46:36,Laptop,Electronics,4,2650.531730866957,1189.2517371389897,0.05,West,20,Friday
ORD-000133,CUST-0486,2025-05-18 12:02:47,Lipstick,Beauty,4,613.7228285078825,210.76533979020695,0.05,East,12,Sunday
ORD-000134,CUST-0081,2025-04-02 03:45:04,Smartphone,Electronics,3,1958.393144681814,878.7000820217087,0.05,West,3,Wednesday
ORD-000135,CUST-4818,2025-02-19 19:47:49,Shampoo,Beauty,4,269.92223649526267,92.69697858587311,0.05,North,19,Wednesday
ORD-000136,CUST-1859,2025-12-24 18:45:17,Tablet,Electronics,1,1077.2120315050597,484.7454141772768,0.1,North,18,Wednesday
ORD-000137,CUST-2992,2025-07-23 18:39:01,Skincare Set,Beauty,1,107.86013324986524,37.75104663745283,0.0,North,18,Wednesday
ORD-000138,CUST-0397,2025-04-22 08:00:32,Perfume,Beauty,5,766.9525851870575,268.43340481547006,0.0,South,8,Tuesday
ORD-000139,CUST-3425,2025-09-11 01:14:35,Skincare Set,Beauty,2,204.91945480127134,69.44492634931972,0.1,South,1,Thursday
ORD-000140,CUST-4673,2025-02-01 16:16:49,Socks,Clothing,3,149.2190020708351,44.76570062125053,0.0,North,16,Saturday
ORD-000141,CUST-2870,2025-09-17 23:26:21,Fiction Novel,Books,3,94.80897620115981,18.961795240231964,0.0,North,23,Wednesday
ORD-000142,CUST-0595,2025-07-21 20:13:14,Skincare Set,Beauty,2,180.8674263396224,62.11368194031768,0.05,West,20,Monday
ORD-000143,CUST-2894,2025-05-31 20:30:48,Laptop,Electronics,4,10622.791000608115,4780.255950273652,0.0,North,20,Saturday
ORD-000144,CUST-3828,2025-09-01 19:12:50,Sneakers,Clothing,1,45.18365330450472,13.555095991351417,0.0,West,19,Monday
ORD-000145,CUST-2022,2025-09-18 19:44:30,Blender,Home & Kitchen,1,583.1672308180279,145.79180770450697,0.0,West,19,Thursday
ORD-000146,CUST-4412,2025-09-23 00:39:53,Tablet,Electronics,3,2380.093992986195,1081.542711518727,0.15,East,0,Tuesday
ORD-000147,CUST-3248,2025-07-16 00:34:30,Blender,Home & Kitchen,3,1035.1532596173677,246.52992104045202,0.05,East,0,Wednesday
ORD-000148,CUST-4523,2025-07-16 10:08:31,Smartphone,Electronics,4,8097.777459105214,3643.9998565973465,0.0,East,10,Wednesday
ORD-000149,CUST-3108,2025-02-23 10:37:30,T-Shirt,Clothing,4,414.6520793158372,124.39562379475116,0.0,South,10,Sunday
ORD-000150,CUST-0632,2025-02-15 10:45:55,Smartphone,Electronics,3,3065.5677933880206,1417.8251044419594,0.2,South,10,Saturday
ORD-000151,CUST-1518,2025-03-15 19:02:45,Laptop,Electronics,4,6853.907385925789,3084.2583236666046,0.1,East,19,Saturday
ORD-000152,CUST-1008,2025-11-05 20:15:44,Smartwatch,Electronics,2,2272.0372111021297,1022.4167449959585,0.0,West,20,Wednesday
ORD-000153,CUST-4569,2025-02-04 17:31:06,Fiction Novel,Books,1,26.760853026773468,4.608813576833209,0.1,West,17,Tuesday
ORD-000154,CUST-3802,2025-03-29 18:57:49,Smartwatch,Electronics,3,5233.365448779227,2355.014451950652,0.1,South,18,Saturday
ORD-000155,CUST-3396,2025-08-08 03:00:01,Sci-Fi Comic,Books,2,107.31058124740477,19.90893678405799,0.05,North,3,Friday
ORD-000156,CUST-1467,2025-07-16 20:24:21,Biography,Books,2,38.055482161881784,7.060293401085964,0.05,West,20,Wednesday
ORD-000157,CUST-0908,2025-02-25 19:44:08,Jacket,Clothing,5,639.3068440650674,191.7920532195202,0.0,West,19,Tuesday
ORD-000158,CUST-3780,2025-11-08 20:48:07,Headphones,Electronics,3,3783.8773972978047,1697.7660427349363,0.05,North,20,Saturday
ORD-000159,CUST-2353,2025-03-10 11:07:24,Headphones,Electronics,5,5769.486176262432,2588.6773501388025,0.05,South,11,Monday
ORD-000160,CUST-1105,2025-06-12 00:22:06,Jacket,Clothing,2,106.19368806481297,31.858106419443892,0.0,South,0,Thursday
ORD-000161,CUST-3076,2025-05-16 18:44:50,Laptop,Electronics,3,2771.5886328056104,1247.2148847625247,0.0,North,18,Friday
ORD-000162,CUST-0198,2025-08-10 18:27:45,T-Shirt,Clothing,5,491.4363426720565,147.43090280161695,0.0,South,18,Sunday
ORD-000163,CUST-1607,2025-08-17 17:06:21,Lipstick,Beauty,1,48.071411365010185,16.224101335690936,0.2,East,17,Sunday
ORD-000164,CUST-2321,2025-08-10 20:06:47,Headphones,Electronics,3,4527.267586667208,2037.2704140002438,0.1,East,20,Sunday
ORD-000165,CUST-0726,2025-02-02 20:56:10,T-Shirt,Clothing,5,409.1654879649945,122.74964638949835,0.0,West,20,Sunday
ORD-000166,CUST-4928,2025-06-10 13:30:19,Shampoo,Beauty,4,424.11231635994136,142.82605948003908,0.15,South,13,Tuesday
ORD-000167,CUST-1028,2025-11-14 19:41:07,Self-Help,Books,3,121.63363927888207,24.326727855776415,0.0,West,19,Friday
ORD-000168,CUST-0622,2025-12-10 15:21:29,Sci-Fi Comic,Books,4,179.8127464153549,35.96254928307098,0.0,East,15,Wednesday
ORD-000169,CUST-1013,2025-04-09 02:41:48,Fiction Novel,Books,3,62.10071890150246,12.420143780300492,0.0,West,2,Wednesday
ORD-000170,CUST-3837,2025-11-08 17:56:30,Tablet,Electronics,5,6375.28596665756,2868.878684995902,0.0,West,17,Saturday
ORD-000171,CUST-2114,2025-09-06 18:32:35,Biography,Books,5,314.55466063546476,58.35816730210596,0.05,West,18,Saturday
ORD-000172,CUST-2811,2025-01-20 20:12:28,Lipstick,Beauty,3,251.24077133942197,87.9342699687977,0.0,South,20,Monday
ORD-000173,CUST-0113,2025-08-09 18:39:55,Sneakers,Clothing,2,177.20110166866561,53.160330500599684,0.0,West,18,Saturday
ORD-000174,CUST-0175,2025-02-02 20:52:57,Sneakers,Clothing,5,639.1260675467418,191.7378202640225,0.0,South,20,Sunday
ORD-000175,CUST-2208,2025-01-08 20:05:24,Socks,Clothing,3,239.8203118593582,71.94609355780746,0.0,West,20,Wednesday
ORD-000176,CUST-4062,2025-12-30 00:27:27,Smartwatch,Electronics,3,3190.0333016485997,1435.5149857418696,0.0,East,0,Tuesday
ORD-000177,CUST-4442,2025-11-13 17:37:04,Tablet,Electronics,1,779.5082847382135,350.77872813219614,0.0,West,17,Thursday
ORD-000178,CUST-0428,2025-12-10 00:27:49,Coffee Maker,Home & Kitchen,4,693.1420354626204,165.07724791938722,0.05,West,0,Wednesday
ORD-000179,CUST-2682,2025-04-15 11:37:24,Jeans,Clothing,1,124.9455213209134,35.40123104092546,0.1,East,11,Tuesday
ORD-000180,CUST-4594,2025-07-03 17:35:50,Socks,Clothing,4,405.44670989709556,111.49784522170128,0.2,West,17,Thursday
ORD-000181,CUST-1914,2025-04-25 19:43:37,Headphones,Electronics,4,1780.2916360556803,823.3848816757521,0.2,West,19,Friday
ORD-000182,CUST-4144,2025-12-08 23:02:15,Textbook,Books,1,24.93918032369714,4.626874244264864,0.05,North,23,Monday
ORD-000183,CUST-0648,2025-02-17 17:52:22,Tablet,Electronics,2,2084.836664042393,947.3743076310283,0.15,East,17,Monday
ORD-000184,CUST-4686,2025-01-21 19:45:27,Smartwatch,Electronics,3,2154.968247768953,969.735711496029,0.0,South,19,Tuesday
ORD-000185,CUST-3754,2025-03-02 13:58:32,Coffee Maker,Home & Kitchen,5,2033.9621290339114,508.49053225847786,0.0,West,13,Sunday
ORD-000186,CUST-4720,2025-07-01 01:58:18,T-Shirt,Clothing,3,235.80202911156476,64.84555800568029,0.2,South,1,Tuesday
ORD-000187,CUST-3396,2025-11-11 19:41:30,Tablet,Electronics,1,572.2664033898491,257.5198815254321,0.0,East,19,Tuesday
ORD-000188,CUST-1786,2025-09-19 19:47:20,Sneakers,Clothing,2,193.85324849133852,58.155974547401556,0.0,North,19,Friday
ORD-000189,CUST-4700,2025-01-25 17:12:52,Textbook,Books,5,348.81032973291815,69.76206594658363,0.0,East,17,Saturday
ORD-000190,CUST-1351,2025-04-29 18:47:45,Blender,Home & Kitchen,5,507.63371661097796,126.90842915274449,0.0,East,18,Tuesday
ORD-000191,CUST-1639,2025-03-02 18:50:59,Jacket,Clothing,2,280.4090856383774,79.4492409308736,0.1,South,18,Sunday
ORD-000192,CUST-3503,2025-11-14 06:50:10,Smartwatch,Electronics,5,10937.573101876651,4907.516352289393,0.05,East,6,Friday
ORD-000193,CUST-3823,2025-09-08 18:56:03,Vacuum,Home & Kitchen,5,749.8829919731944,187.4707479932986,0.0,South,18,Monday
ORD-000194,CUST-4663,2025-04-28 10:14:13,Sci-Fi Comic,Books,2,43.130493503083834,8.001841557808977,0.05,West,10,Monday
ORD-000195,CUST-1017,2025-11-25 19:02:45,Cookware,Home & Kitchen,1,260.71952712680775,65.17988178170194,0.0,East,19,Tuesday
ORD-000196,CUST-3978,2025-01-25 15:16:44,Sci-Fi Comic,Books,1,43.236347342157536,8.647269468431508,0.0,South,15,Saturday
ORD-000197,CUST-3699,2025-08-19 20:29:52,Sneakers,Clothing,5,277.44578452878545,77.11360775873594,0.15,West,20,Tuesday
ORD-000198,CUST-0314,2025-03-30 03:27:36,Vacuum,Home & Kitchen,1,328.07417748201107,82.01854437050277,0.0,South,3,Sunday
ORD-000199,CUST-1912,2025-04-12 05:03:43,Shampoo,Beauty,1,313.95280707022084,109.88348247457729,0.0,South,5,Saturday
